# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__Acidobacterium capsulatum	1.87999965314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Candidatus Koribacter;s__Candidatus Koribacter versatilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06999999379e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium ferrooxidans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70999852506e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces gaoshouyii	3.07999943174e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4399991361e-43	4.55999958185e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4800010118e-75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02000082007e-19	5.21000272207e-18	0.0	4.1999990046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45999950702e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris	1.74999967712e-05	9.73000017319e-05	0.0	0.0	0.0	0.0	1.9099994119e-05	0.0	9.10999947343e-05	0.0	5.1399996759e-05	2.70000040282e-05	0.0	0.0	3.2699991788e-05	1.47999986428e-05	5.2099988564e-05	0.0	0.0	1.22000014809e-06	6.01999942027e-06	0.0	0.0	0.0	4.72000140703e-05	0.0	3.20999972132e-05	0.0	0.0	3.87000010047e-05	3.45999998962e-05	5.86000062543e-06	1.36999959599e-05	6.33000232634e-06	3.63999902843e-06	4.5800003435e-05	0.000107790995169	8.11000384496e-06	0.0	6.16000250081e-05	0.000413724216158	0.000346786970381	7.46999822961e-05	8.08999791029e-05	6.9199997333e-05	3.07000125384e-05	0.000208101998835	0.0	0.0	7.87999709929e-06	0.0	4.0399989128e-05	0.000115377977379	8.48999831643e-06	0.0	0.000144809978561	0.0	2.44999967635e-05	0.0	8.93000104566e-06
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces pacaensis	1.38999974354e-05	0.0	0.0	0.000192640951635	0.0	0.0	1.01999968594e-05	0.00064084100892	0.0	0.0	4.12999973959e-05	4.35000064898e-05	0.0	0.0	0.000210570947119	5.32999951124e-05	6.69999852934e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000138022983947	7.60000226556e-05	0.0	0.0	0.0	0.0	0.0	1.23999999628e-05	2.86000030525e-05	3.26999903569e-05	1.02000037486e-05	1.16999968771e-05	0.0	3.01999986466e-05	2.03000096242e-05	0.0	6.87000278906e-05	0.00029082915195	1.33999988555e-05	7.60999819643e-05	1.31999965903e-05	1.00999996107e-05	2.48000101287e-05	0.000128233999282	0.0	4.96999987076e-05	1.14999957667e-32	0.000190762002671	0.0	0.000190463962657	1.36999972833e-05	0.0	0.000244742963765	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces radicidentis	0.0	0.0	0.0	0.0	0.0	0.0	1.86999942422e-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23999988629e-240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93000118951e-06	0.0	0.0	1.61999961606e-06	0.0	0.0	0.0	0.0	0.000513516999996	0.0	2.51999907236e-25	0.0	0.0	0.0	0.0	0.0	1.04999984454e-116	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. Chiba101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06000075351e-74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 414	1.73999967897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03999987137e-05	6.4300009593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61000038529e-60	0.0	0.0	2.88999922862e-06	0.0	1.98999991082e-06	9.18000435224e-07	8.50000186479e-06	1.40000056837e-05	4.42000230932e-05	2.62999977537e-05	2.56999939091e-06	2.58999933098e-05	0.0	6.08000248318e-06	1.14999999356e-05	0.0	0.0	0.0	0.0	7.12999808126e-06	0.0	6.72999866544e-06	6.66999866333e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum schaalii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76999850956e-06	4.43999982888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
